,title,subheading,location,transliteration,translation,arabic_verse_part,arabic_word
25193,ز ن ي,Verbal noun,(17:32:3),l-zinā,adultery,وَلَا تَقْرَبُوا الزِّنَا إِنَّهُ كَانَ فَاحِشَةً وَسَاءَ سَبِيلًا,الزِّنَا
25194,ز ن ي,Active participle,(24:2:2),wal-zānī,and the fornicator,الزَّانِيَةُ وَالزَّانِي فَاجْلِدُوا كُلَّ وَاحِدٍ مِنْهُمَا مِائَةَ جَلْدَةٍ,وَالزَّانِي
25195,ز ن ي,Active participle,(24:3:1),al-zānī,The fornicator,الزَّانِي لَا يَنْكِحُ إِلَّا زَانِيَةً أَوْ مُشْرِكَةً,الزَّانِي
25196,ز ن ي,Active participle,(24:3:12),zānin,a fornicator,وَالزَّانِيَةُ لَا يَنْكِحُهَا إِلَّا زَانٍ أَوْ مُشْرِكٌ,زَانٍ
25197,ز ن ي,Active participle,(24:2:1),al-zāniyatu,The fornicatress,الزَّانِيَةُ وَالزَّانِي فَاجْلِدُوا كُلَّ وَاحِدٍ مِنْهُمَا مِائَةَ جَلْدَةٍ,الزَّانِيَةُ
25198,ز ن ي,Active participle,(24:3:5),zāniyatan,a fornicatress,الزَّانِي لَا يَنْكِحُ إِلَّا زَانِيَةً أَوْ مُشْرِكَةً,زَانِيَةً
25199,ز ن ي,Active participle,(24:3:8),wal-zāniyatu,and the fornicatress,وَالزَّانِيَةُ لَا يَنْكِحُهَا إِلَّا زَانٍ أَوْ مُشْرِكٌ,وَالزَّانِيَةُ
25200,ز ه د,Active participle,(12:20:9),l-zāhidīna,those keen to give up,وَكَانُوا فِيهِ مِنَ الزَّاهِدِينَ,الزَّاهِدِينَ
25201,ز ه ر,Noun,(20:131:10),zahrata,(the) splendor,وَلَا تَمُدَّنَّ عَيْنَيْكَ إِلَىٰ مَا مَتَّعْنَا بِهِ أَزْوَاجًا مِنْهُمْ زَهْرَةَ الْحَيَاةِ الدُّنْيَا,زَهْرَةَ
25202,ز ه ق,"Verb (form I) - to depart, to perish",(9:55:14),watazhaqa,and should depart,إِنَّمَا يُرِيدُ اللَّهُ لِيُعَذِّبَهُمْ بِهَا فِي الْحَيَاةِ الدُّنْيَا وَتَزْهَقَ أَنْفُسُهُمْ,وَتَزْهَقَ
25203,ز ه ق,"Verb (form I) - to depart, to perish",(9:85:13),watazhaqa,and will depart,إِنَّمَا يُرِيدُ اللَّهُ أَنْ يُعَذِّبَهُمْ بِهَا فِي الدُّنْيَا وَتَزْهَقَ أَنْفُسُهُمْ,وَتَزْهَقَ
25204,ز ه ق,"Verb (form I) - to depart, to perish",(17:81:4),wazahaqa,and perished,وَقُلْ جَاءَ الْحَقُّ وَزَهَقَ الْبَاطِلُ إِنَّ الْبَاطِلَ كَانَ زَهُوقًا,وَزَهَقَ
25205,ز ه ق,Noun,(17:81:9),zahūqan,(bound) to perish,وَقُلْ جَاءَ الْحَقُّ وَزَهَقَ الْبَاطِلُ إِنَّ الْبَاطِلَ كَانَ زَهُوقًا,زَهُوقًا
25206,ز ه ق,Active participle,(21:18:9),zāhiqun,vanishing,بَلْ نَقْذِفُ بِالْحَقِّ عَلَى الْبَاطِلِ فَيَدْمَغُهُ فَإِذَا هُوَ زَاهِقٌ,زَاهِقٌ
25207,ز و ج,"Verb (form II) - to marry, to be paired",(33:37:31),zawwajnākahā,We married her to you,فَلَمَّا قَضَىٰ زَيْدٌ مِنْهَا وَطَرًا زَوَّجْنَاكَهَا,زَوَّجْنَاكَهَا
25208,ز و ج,"Verb (form II) - to marry, to be paired",(42:50:2),yuzawwijuhum,He grants them,أَوْ يُزَوِّجُهُمْ ذُكْرَانًا وَإِنَاثًا وَيَجْعَلُ مَنْ يَشَاءُ عَقِيمًا,يُزَوِّجُهُمْ
25209,ز و ج,"Verb (form II) - to marry, to be paired",(44:54:2),wazawwajnāhum,And We will marry them,كَذَٰلِكَ وَزَوَّجْنَاهُمْ بِحُورٍ عِينٍ,وَزَوَّجْنَاهُمْ
25210,ز و ج,"Verb (form II) - to marry, to be paired",(52:20:5),wazawwajnāhum,and We will marry them,مُتَّكِئِينَ عَلَىٰ سُرُرٍ مَصْفُوفَةٍ وَزَوَّجْنَاهُمْ بِحُورٍ عِينٍ,وَزَوَّجْنَاهُمْ
25211,ز و ج,"Verb (form II) - to marry, to be paired",(81:7:3),zuwwijat,are paired,وَإِذَا النُّفُوسُ زُوِّجَتْ,زُوِّجَتْ
25212,ز و ج,Noun,(2:25:30),azwājun,spouses,وَلَهُمْ فِيهَا أَزْوَاجٌ مُطَهَّرَةٌ وَهُمْ فِيهَا خَالِدُونَ,أَزْوَاجٌ
25213,ز و ج,Noun,(2:35:5),wazawjuka,and your spouse,وَقُلْنَا يَا آدَمُ اسْكُنْ أَنْتَ وَزَوْجُكَ الْجَنَّةَ وَكُلَا مِنْهَا رَغَدًا,وَزَوْجُكَ
25214,ز و ج,Noun,(2:102:42),wazawjihi,and his spouse,فَيَتَعَلَّمُونَ مِنْهُمَا مَا يُفَرِّقُونَ بِهِ بَيْنَ الْمَرْءِ وَزَوْجِهِ,وَزَوْجِهِ
25215,ز و ج,Noun,(2:230:10),zawjan,a spouse,فَإِنْ طَلَّقَهَا فَلَا تَحِلُّ لَهُ مِنْ بَعْدُ حَتَّىٰ تَنْكِحَ زَوْجًا غَيْرَهُ,زَوْجًا
25216,ز و ج,Noun,(2:232:10),azwājahunna,their husbands,فَلَا تَعْضُلُوهُنَّ أَنْ يَنْكِحْنَ أَزْوَاجَهُنَّ إِذَا تَرَاضَوْا بَيْنَهُمْ بِالْمَعْرُوفِ,أَزْوَاجَهُنَّ
25217,ز و ج,Noun,(2:234:5),azwājan,wives,وَالَّذِينَ يُتَوَفَّوْنَ مِنْكُمْ وَيَذَرُونَ أَزْوَاجًا يَتَرَبَّصْنَ بِأَنْفُسِهِنَّ أَرْبَعَةَ أَشْهُرٍ وَعَشْرًا,أَزْوَاجًا
25218,ز و ج,Noun,(2:240:5),azwājan,(their) wives,وَالَّذِينَ يُتَوَفَّوْنَ مِنْكُمْ وَيَذَرُونَ أَزْوَاجًا وَصِيَّةً لِأَزْوَاجِهِمْ,أَزْوَاجًا
25219,ز و ج,Noun,(2:240:7),li-azwājihim,for their wives,وَصِيَّةً لِأَزْوَاجِهِمْ مَتَاعًا إِلَى الْحَوْلِ غَيْرَ إِخْرَاجٍ,لِأَزْوَاجِهِمْ
25220,ز و ج,Noun,(3:15:17),wa-azwājun,and spouses,وَأَزْوَاجٌ مُطَهَّرَةٌ وَرِضْوَانٌ مِنَ اللَّهِ وَاللَّهُ بَصِيرٌ بِالْعِبَادِ,وَأَزْوَاجٌ
25221,ز و ج,Noun,(4:1:12),zawjahā,its mate,يَا أَيُّهَا النَّاسُ اتَّقُوا رَبَّكُمُ الَّذِي خَلَقَكُمْ مِنْ نَفْسٍ وَاحِدَةٍ وَخَلَقَ مِنْهَا زَوْجَهَا,زَوْجَهَا
25222,ز و ج,Noun,(4:12:5),azwājukum,by your wives,وَلَكُمْ نِصْفُ مَا تَرَكَ أَزْوَاجُكُمْ إِنْ لَمْ يَكُنْ لَهُنَّ وَلَدٌ,أَزْوَاجُكُمْ
25223,ز و ج,Noun,(4:20:4),zawjin,a wife,وَإِنْ أَرَدْتُمُ اسْتِبْدَالَ زَوْجٍ,زَوْجٍ
25224,ز و ج,Noun,(4:20:6),zawjin,(of) a wife,مَكَانَ زَوْجٍ وَآتَيْتُمْ إِحْدَاهُنَّ قِنْطَارًا فَلَا تَأْخُذُوا مِنْهُ شَيْئًا,زَوْجٍ
25225,ز و ج,Noun,(4:57:16),azwājun,(are) spouses,لَهُمْ فِيهَا أَزْوَاجٌ مُطَهَّرَةٌ وَنُدْخِلُهُمْ ظِلًّا ظَلِيلًا,أَزْوَاجٌ
25226,ز و ج,Noun,(6:139:11),azwājinā,our spouses,خَالِصَةٌ لِذُكُورِنَا وَمُحَرَّمٌ عَلَىٰ أَزْوَاجِنَا,أَزْوَاجِنَا
25227,ز و ج,Noun,(6:143:2),azwājin,pairs,ثَمَانِيَةَ أَزْوَاجٍ مِنَ الضَّأْنِ اثْنَيْنِ وَمِنَ الْمَعْزِ اثْنَيْنِ,أَزْوَاجٍ
25228,ز و ج,Noun,(7:19:4),wazawjuka,and your wife,وَيَا آدَمُ اسْكُنْ أَنْتَ وَزَوْجُكَ الْجَنَّةَ فَكُلَا مِنْ حَيْثُ شِئْتُمَا,وَزَوْجُكَ
25229,ز و ج,Noun,(7:189:9),zawjahā,its mate,هُوَ الَّذِي خَلَقَكُمْ مِنْ نَفْسٍ وَاحِدَةٍ وَجَعَلَ مِنْهَا زَوْجَهَا,زَوْجَهَا
25230,ز و ج,Noun,(9:24:7),wa-azwājukum,and your spouses,وَأَزْوَاجُكُمْ وَعَشِيرَتُكُمْ وَأَمْوَالٌ اقْتَرَفْتُمُوهَا,وَأَزْوَاجُكُمْ
25231,ز و ج,Noun,(11:40:12),zawjayni,a pair,قُلْنَا احْمِلْ فِيهَا مِنْ كُلٍّ زَوْجَيْنِ اثْنَيْنِ,زَوْجَيْنِ
25232,ز و ج,Noun,(13:3:14),zawjayni,pairs,وَمِنْ كُلِّ الثَّمَرَاتِ جَعَلَ فِيهَا زَوْجَيْنِ اثْنَيْنِ,زَوْجَيْنِ
25233,ز و ج,Noun,(13:23:8),wa-azwājihim,and their spouses,جَنَّاتُ عَدْنٍ يَدْخُلُونَهَا وَمَنْ صَلَحَ مِنْ آبَائِهِمْ وَأَزْوَاجِهِمْ,وَأَزْوَاجِهِمْ
25234,ز و ج,Noun,(13:38:8),azwājan,wives,وَلَقَدْ أَرْسَلْنَا رُسُلًا مِنْ قَبْلِكَ وَجَعَلْنَا لَهُمْ أَزْوَاجًا وَذُرِّيَّةً,أَزْوَاجًا
25235,ز و ج,Noun,(15:88:8),azwājan,(to) categories,لَا تَمُدَّنَّ عَيْنَيْكَ إِلَىٰ مَا مَتَّعْنَا بِهِ أَزْوَاجًا مِنْهُمْ,أَزْوَاجًا
25236,ز و ج,Noun,(16:72:6),azwājan,spouses,وَاللَّهُ جَعَلَ لَكُمْ مِنْ أَنْفُسِكُمْ أَزْوَاجًا,أَزْوَاجًا
25237,ز و ج,Noun,(16:72:10),azwājikum,your spouses,وَجَعَلَ لَكُمْ مِنْ أَزْوَاجِكُمْ بَنِينَ وَحَفَدَةً,أَزْوَاجِكُمْ
25238,ز و ج,Noun,(20:53:16),azwājan,pairs,وَأَنْزَلَ مِنَ السَّمَاءِ مَاءً فَأَخْرَجْنَا بِهِ أَزْوَاجًا مِنْ نَبَاتٍ شَتَّىٰ,أَزْوَاجًا
25239,ز و ج,Noun,(20:117:7),walizawjika,and to your wife,فَقُلْنَا يَا آدَمُ إِنَّ هَٰذَا عَدُوٌّ لَكَ وَلِزَوْجِكَ,وَلِزَوْجِكَ
25240,ز و ج,Noun,(20:131:8),azwājan,pairs,وَلَا تَمُدَّنَّ عَيْنَيْكَ إِلَىٰ مَا مَتَّعْنَا بِهِ أَزْوَاجًا مِنْهُمْ زَهْرَةَ الْحَيَاةِ الدُّنْيَا,أَزْوَاجًا
25241,ز و ج,Noun,(21:90:8),zawjahu,his wife,فَاسْتَجَبْنَا لَهُ وَوَهَبْنَا لَهُ يَحْيَىٰ وَأَصْلَحْنَا لَهُ زَوْجَهُ,زَوْجَهُ
25242,ز و ج,Noun,(22:5:68),zawjin,kind,اهْتَزَّتْ وَرَبَتْ وَأَنْبَتَتْ مِنْ كُلِّ زَوْجٍ بَهِيجٍ,زَوْجٍ
25243,ز و ج,Noun,(23:6:3),azwājihim,their spouses,إِلَّا عَلَىٰ أَزْوَاجِهِمْ أَوْ مَا مَلَكَتْ أَيْمَانُهُمْ فَإِنَّهُمْ غَيْرُ مَلُومِينَ,أَزْوَاجِهِمْ
25244,ز و ج,Noun,(23:27:17),zawjayni,(of) mates,فَإِذَا جَاءَ أَمْرُنَا وَفَارَ التَّنُّورُ فَاسْلُكْ فِيهَا مِنْ كُلٍّ زَوْجَيْنِ اثْنَيْنِ,زَوْجَيْنِ
25245,ز و ج,Noun,(24:6:3),azwājahum,their spouses,وَالَّذِينَ يَرْمُونَ أَزْوَاجَهُمْ وَلَمْ يَكُنْ لَهُمْ شُهَدَاءُ إِلَّا أَنْفُسُهُمْ فَشَهَادَةُ أَحَدِهِمْ أَرْبَعُ شَهَادَاتٍ بِاللَّهِ إِنَّهُ لَمِنَ الصَّادِقِينَ,أَزْوَاجَهُمْ
25246,ز و ج,Noun,(25:74:7),azwājinā,our spouses,هَبْ لَنَا مِنْ أَزْوَاجِنَا وَذُرِّيَّاتِنَا قُرَّةَ أَعْيُنٍ,أَزْوَاجِنَا
25247,ز و ج,Noun,(26:7:10),zawjin,kind,أَوَلَمْ يَرَوْا إِلَى الْأَرْضِ كَمْ أَنْبَتْنَا فِيهَا مِنْ كُلِّ زَوْجٍ كَرِيمٍ,زَوْجٍ
25248,ز و ج,Noun,(26:166:7),azwājikum,your mates,وَتَذَرُونَ مَا خَلَقَ لَكُمْ رَبُّكُمْ مِنْ أَزْوَاجِكُمْ,أَزْوَاجِكُمْ
25249,ز و ج,Noun,(30:21:8),azwājan,mates,وَمِنْ آيَاتِهِ أَنْ خَلَقَ لَكُمْ مِنْ أَنْفُسِكُمْ أَزْوَاجًا لِتَسْكُنُوا إِلَيْهَا,أَزْوَاجًا
25250,ز و ج,Noun,(31:10:26),zawjin,kind,وَأَنْزَلْنَا مِنَ السَّمَاءِ مَاءً فَأَنْبَتْنَا فِيهَا مِنْ كُلِّ زَوْجٍ كَرِيمٍ,زَوْجٍ
25251,ز و ج,Noun,(33:4:11),azwājakumu,your wives,وَمَا جَعَلَ أَزْوَاجَكُمُ اللَّائِي تُظَاهِرُونَ مِنْهُنَّ أُمَّهَاتِكُمْ,أَزْوَاجَكُمُ
25252,ز و ج,Noun,(33:6:6),wa-azwājuhu,and his wives,النَّبِيُّ أَوْلَىٰ بِالْمُؤْمِنِينَ مِنْ أَنْفُسِهِمْ وَأَزْوَاجُهُ أُمَّهَاتُهُمْ,وَأَزْوَاجُهُ
25253,ز و ج,Noun,(33:28:4),li-azwājika,to your wives,يَا أَيُّهَا النَّبِيُّ قُلْ لِأَزْوَاجِكَ إِنْ كُنْتُنَّ تُرِدْنَ الْحَيَاةَ الدُّنْيَا وَزِينَتَهَا فَتَعَالَيْنَ أُمَتِّعْكُنَّ,لِأَزْوَاجِكَ
25254,ز و ج,Noun,(33:37:11),zawjaka,your wife,أَمْسِكْ عَلَيْكَ زَوْجَكَ وَاتَّقِ اللَّهَ,زَوْجَكَ
25255,ز و ج,Noun,(33:37:39),azwāji,the wives,لِكَيْ لَا يَكُونَ عَلَى الْمُؤْمِنِينَ حَرَجٌ فِي أَزْوَاجِ أَدْعِيَائِهِمْ,أَزْوَاجِ
25256,ز و ج,Noun,(33:50:6),azwājaka,your wives,يَا أَيُّهَا النَّبِيُّ إِنَّا أَحْلَلْنَا لَكَ أَزْوَاجَكَ اللَّاتِي آتَيْتَ أُجُورَهُنَّ,أَزْوَاجَكَ
25257,ز و ج,Noun,(33:50:50),azwājihim,their wives,قَدْ عَلِمْنَا مَا فَرَضْنَا عَلَيْهِمْ فِي أَزْوَاجِهِمْ,أَزْوَاجِهِمْ
25258,ز و ج,Noun,(33:52:12),azwājin,(other) wives,لَا يَحِلُّ لَكَ النِّسَاءُ مِنْ بَعْدُ وَلَا أَنْ تَبَدَّلَ بِهِنَّ مِنْ أَزْوَاجٍ,أَزْوَاجٍ
25259,ز و ج,Noun,(33:53:60),azwājahu,his wives,وَلَا أَنْ تَنْكِحُوا أَزْوَاجَهُ مِنْ بَعْدِهِ أَبَدًا,أَزْوَاجَهُ
25260,ز و ج,Noun,(33:59:4),li-azwājika,to your wives,يَا أَيُّهَا النَّبِيُّ قُلْ لِأَزْوَاجِكَ وَبَنَاتِكَ وَنِسَاءِ الْمُؤْمِنِينَ يُدْنِينَ عَلَيْهِنَّ مِنْ جَلَابِيبِهِنَّ,لِأَزْوَاجِكَ
25261,ز و ج,Noun,(35:11:10),azwājan,pairs,وَاللَّهُ خَلَقَكُمْ مِنْ تُرَابٍ ثُمَّ مِنْ نُطْفَةٍ ثُمَّ جَعَلَكُمْ أَزْوَاجًا,أَزْوَاجًا
25262,ز و ج,Noun,(36:36:4),l-azwāja,(in) pairs,سُبْحَانَ الَّذِي خَلَقَ الْأَزْوَاجَ كُلَّهَا مِمَّا تُنْبِتُ الْأَرْضُ,الْأَزْوَاجَ
25263,ز و ج,Noun,(36:56:2),wa-azwājuhum,and their spouses,هُمْ وَأَزْوَاجُهُمْ فِي ظِلَالٍ عَلَى الْأَرَائِكِ مُتَّكِئُونَ,وَأَزْوَاجُهُمْ
25264,ز و ج,Noun,(37:22:4),wa-azwājahum,and their kinds,احْشُرُوا الَّذِينَ ظَلَمُوا وَأَزْوَاجَهُمْ وَمَا كَانُوا يَعْبُدُونَ,وَأَزْوَاجَهُمْ
25265,ز و ج,Noun,(38:58:4),azwājun,(of various) kinds,وَآخَرُ مِنْ شَكْلِهِ أَزْوَاجٌ,أَزْوَاجٌ
25266,ز و ج,Noun,(39:6:8),zawjahā,its mate,خَلَقَكُمْ مِنْ نَفْسٍ وَاحِدَةٍ ثُمَّ جَعَلَ مِنْهَا زَوْجَهَا,زَوْجَهَا
25267,ز و ج,Noun,(39:6:14),azwājin,kinds,ثُمَّ جَعَلَ مِنْهَا زَوْجَهَا وَأَنْزَلَ لَكُمْ مِنَ الْأَنْعَامِ ثَمَانِيَةَ أَزْوَاجٍ,أَزْوَاجٍ
25268,ز و ج,Noun,(40:8:11),wa-azwājihim,and their spouses,وَمَنْ صَلَحَ مِنْ آبَائِهِمْ وَأَزْوَاجِهِمْ وَذُرِّيَّاتِهِمْ,وَأَزْوَاجِهِمْ
25269,ز و ج,Noun,(42:11:8),azwājan,mates,فَاطِرُ السَّمَاوَاتِ وَالْأَرْضِ جَعَلَ لَكُمْ مِنْ أَنْفُسِكُمْ أَزْوَاجًا,أَزْوَاجًا
25270,ز و ج,Noun,(42:11:11),azwājan,mates,وَمِنَ الْأَنْعَامِ أَزْوَاجًا يَذْرَؤُكُمْ فِيهِ لَيْسَ كَمِثْلِهِ شَيْءٌ,أَزْوَاجًا
25271,ز و ج,Noun,(43:12:3),l-azwāja,the pairs,وَالَّذِي خَلَقَ الْأَزْوَاجَ كُلَّهَا وَجَعَلَ لَكُمْ مِنَ الْفُلْكِ وَالْأَنْعَامِ مَا تَرْكَبُونَ,الْأَزْوَاجَ
25272,ز و ج,Noun,(43:70:4),wa-azwājukum,and your spouses,ادْخُلُوا الْجَنَّةَ أَنْتُمْ وَأَزْوَاجُكُمْ تُحْبَرُونَ,وَأَزْوَاجُكُمْ
25273,ز و ج,Noun,(50:7:10),zawjin,kind,وَأَلْقَيْنَا فِيهَا رَوَاسِيَ وَأَنْبَتْنَا فِيهَا مِنْ كُلِّ زَوْجٍ بَهِيجٍ,زَوْجٍ
25274,ز و ج,Noun,(51:49:5),zawjayni,pairs,وَمِنْ كُلِّ شَيْءٍ خَلَقْنَا زَوْجَيْنِ لَعَلَّكُمْ تَذَكَّرُونَ,زَوْجَيْنِ
25275,ز و ج,Noun,(53:45:3),l-zawjayni,the pairs,وَأَنَّهُ خَلَقَ الزَّوْجَيْنِ الذَّكَرَ وَالْأُنْثَىٰ,الزَّوْجَيْنِ
25276,ز و ج,Noun,(55:52:5),zawjāni,(in) pairs,فِيهِمَا مِنْ كُلِّ فَاكِهَةٍ زَوْجَانِ,زَوْجَانِ
25277,ز و ج,Noun,(56:7:2),azwājan,kinds,وَكُنْتُمْ أَزْوَاجًا ثَلَاثَةً,أَزْوَاجًا
25278,ز و ج,Noun,(58:1:8),zawjihā,her husband,قَدْ سَمِعَ اللَّهُ قَوْلَ الَّتِي تُجَادِلُكَ فِي زَوْجِهَا,زَوْجِهَا
25279,ز و ج,Noun,(60:11:5),azwājikum,your wives,وَإِنْ فَاتَكُمْ شَيْءٌ مِنْ أَزْوَاجِكُمْ إِلَى الْكُفَّارِ فَعَاقَبْتُمْ فَآتُوا الَّذِينَ ذَهَبَتْ أَزْوَاجُهُمْ مِثْلَ مَا أَنْفَقُوا,أَزْوَاجِكُمْ
25280,ز و ج,Noun,(60:11:12),azwājuhum,their wives,فَآتُوا الَّذِينَ ذَهَبَتْ أَزْوَاجُهُمْ مِثْلَ مَا أَنْفَقُوا,أَزْوَاجُهُمْ
25281,ز و ج,Noun,(64:14:6),azwājikum,your spouses,إِنَّ مِنْ أَزْوَاجِكُمْ وَأَوْلَادِكُمْ عَدُوًّا لَكُمْ فَاحْذَرُوهُمْ,أَزْوَاجِكُمْ
25282,ز و ج,Noun,(66:1:11),azwājika,your wives,يَا أَيُّهَا النَّبِيُّ لِمَ تُحَرِّمُ مَا أَحَلَّ اللَّهُ لَكَ تَبْتَغِي مَرْضَاتَ أَزْوَاجِكَ,أَزْوَاجِكَ
25283,ز و ج,Noun,(66:3:6),azwājihi,(of) his wives,وَإِذْ أَسَرَّ النَّبِيُّ إِلَىٰ بَعْضِ أَزْوَاجِهِ حَدِيثًا,أَزْوَاجِهِ
25284,ز و ج,Noun,(66:5:7),azwājan,wives,عَسَىٰ رَبُّهُ إِنْ طَلَّقَكُنَّ أَنْ يُبْدِلَهُ أَزْوَاجًا خَيْرًا مِنْكُنَّ,أَزْوَاجًا
25285,ز و ج,Noun,(70:30:3),azwājihim,their spouses,إِلَّا عَلَىٰ أَزْوَاجِهِمْ أَوْ مَا مَلَكَتْ أَيْمَانُهُمْ فَإِنَّهُمْ غَيْرُ مَلُومِينَ,أَزْوَاجِهِمْ
25286,ز و ج,Noun,(75:39:3),l-zawjayni,two kinds,فَجَعَلَ مِنْهُ الزَّوْجَيْنِ الذَّكَرَ وَالْأُنْثَىٰ,الزَّوْجَيْنِ
25287,ز و ج,Noun,(78:8:2),azwājan,(in) pairs,وَخَلَقْنَاكُمْ أَزْوَاجًا,أَزْوَاجًا
25288,ز و د,Verb (form V) - to take provision,(2:197:22),watazawwadū,And take provision,وَمَا تَفْعَلُوا مِنْ خَيْرٍ يَعْلَمْهُ اللَّهُ وَتَزَوَّدُوا,وَتَزَوَّدُوا
25289,ز و د,Noun,(2:197:25),l-zādi,provision,فَإِنَّ خَيْرَ الزَّادِ التَّقْوَىٰ,الزَّادِ
25290,ز و ر,Verb (form I) - to visit,(102:2:2),zur'tumu,you visit,حَتَّىٰ زُرْتُمُ الْمَقَابِرَ,زُرْتُمُ
25291,ز و ر,Verb (form VI) - to incline away,(18:17:5),tazāwaru,inclining away,وَتَرَى الشَّمْسَ إِذَا طَلَعَتْ تَزَاوَرُ عَنْ كَهْفِهِمْ ذَاتَ الْيَمِينِ,تَزَاوَرُ
25292,ز و ر,Noun,(22:30:24),l-zūri,false,فَاجْتَنِبُوا الرِّجْسَ مِنَ الْأَوْثَانِ وَاجْتَنِبُوا قَوْلَ الزُّورِ,الزُّورِ
25293,ز و ر,Noun,(25:4:16),wazūran,and a lie,وَأَعَانَهُ عَلَيْهِ قَوْمٌ آخَرُونَ فَقَدْ جَاءُوا ظُلْمًا وَزُورًا,وَزُورًا
25294,ز و ر,Noun,(25:72:4),l-zūra,(to) the falsehood,وَالَّذِينَ لَا يَشْهَدُونَ الزُّورَ وَإِذَا مَرُّوا بِاللَّغْوِ مَرُّوا كِرَامًا,الزُّورَ
25295,ز و ر,Noun,(58:2:19),wazūran,and a lie,وَإِنَّهُمْ لَيَقُولُونَ مُنْكَرًا مِنَ الْقَوْلِ وَزُورًا,وَزُورًا
25296,ز و ل,Verb (form I) - to cease,(14:46:10),litazūla,that should be moved,وَإِنْ كَانَ مَكْرُهُمْ لِتَزُولَ مِنْهُ الْجِبَالُ,لِتَزُولَ
25297,ز و ل,Verb (form I) - to cease,(35:41:7),tazūlā,they cease,إِنَّ اللَّهَ يُمْسِكُ السَّمَاوَاتِ وَالْأَرْضَ أَنْ تَزُولَا,تَزُولَا
25298,ز و ل,Verb (form I) - to cease,(35:41:9),zālatā,they should cease,وَلَئِنْ زَالَتَا إِنْ أَمْسَكَهُمَا مِنْ أَحَدٍ مِنْ بَعْدِهِ,زَالَتَا
25299,ز و ل,Noun,(14:44:26),zawālin,end,أَوَلَمْ تَكُونُوا أَقْسَمْتُمْ مِنْ قَبْلُ مَا لَكُمْ مِنْ زَوَالٍ,زَوَالٍ
25300,ز ي ت,Noun,(24:35:27),zaytuhā,its oil,يَكَادُ زَيْتُهَا يُضِيءُ وَلَوْ لَمْ تَمْسَسْهُ نَارٌ,زَيْتُهَا
25301,ز ي ت,Noun,(6:99:28),wal-zaytūna,and the olives,وَجَنَّاتٍ مِنْ أَعْنَابٍ وَالزَّيْتُونَ وَالرُّمَّانَ مُشْتَبِهًا وَغَيْرَ مُتَشَابِهٍ,وَالزَّيْتُونَ
25302,ز ي ت,Noun,(6:141:12),wal-zaytūna,and the olives,وَالنَّخْلَ وَالزَّرْعَ مُخْتَلِفًا أُكُلُهُ وَالزَّيْتُونَ وَالرُّمَّانَ,وَالزَّيْتُونَ
25303,ز ي ت,Noun,(16:11:5),wal-zaytūna,and the olives,يُنْبِتُ لَكُمْ بِهِ الزَّرْعَ وَالزَّيْتُونَ وَالنَّخِيلَ وَالْأَعْنَابَ,وَالزَّيْتُونَ
25304,ز ي ت,Noun,(80:29:1),wazaytūnan,And olive,وَزَيْتُونًا وَنَخْلًا,وَزَيْتُونًا
25305,ز ي ت,Noun,(95:1:2),wal-zaytūni,and the olive,وَالتِّينِ وَالزَّيْتُونِ,وَالزَّيْتُونِ
25306,ز ي ت,Noun,(24:35:21),zaytūnatin,an olive,يُوقَدُ مِنْ شَجَرَةٍ مُبَارَكَةٍ زَيْتُونَةٍ لَا شَرْقِيَّةٍ وَلَا غَرْبِيَّةٍ,زَيْتُونَةٍ
25307,ز ي د,Verb (form I) - to increase,(2:10:4),fazādahumu,so has increased them,فِي قُلُوبِهِمْ مَرَضٌ فَزَادَهُمُ اللَّهُ مَرَضًا,فَزَادَهُمُ
25308,ز ي د,Verb (form I) - to increase,(2:58:19),wasanazīdu,And We will increase,وَقُولُوا حِطَّةٌ نَغْفِرْ لَكُمْ خَطَايَاكُمْ وَسَنَزِيدُ الْمُحْسِنِينَ,وَسَنَزِيدُ
25309,ز ي د,Verb (form I) - to increase,(2:247:31),wazādahu,and increased him,وَزَادَهُ بَسْطَةً فِي الْعِلْمِ وَالْجِسْمِ,وَزَادَهُ
25310,ز ي د,Verb (form I) - to increase,(3:173:11),fazādahum,But it increased them,إِنَّ النَّاسَ قَدْ جَمَعُوا لَكُمْ فَاخْشَوْهُمْ فَزَادَهُمْ إِيمَانًا,فَزَادَهُمْ
25311,ز ي د,Verb (form I) - to increase,(4:173:8),wayazīduhum,and give them more,فَأَمَّا الَّذِينَ آمَنُوا وَعَمِلُوا الصَّالِحَاتِ فَيُوَفِّيهِمْ أُجُورَهُمْ وَيَزِيدُهُمْ مِنْ فَضْلِهِ,وَيَزِيدُهُمْ
25312,ز ي د,Verb (form I) - to increase,(5:64:17),walayazīdanna,And surely increase,وَلَيَزِيدَنَّ كَثِيرًا مِنْهُمْ مَا أُنْزِلَ إِلَيْكَ مِنْ رَبِّكَ طُغْيَانًا وَكُفْرًا,وَلَيَزِيدَنَّ
25313,ز ي د,Verb (form I) - to increase,(5:68:16),walayazīdanna,And surely increase,وَلَيَزِيدَنَّ كَثِيرًا مِنْهُمْ مَا أُنْزِلَ إِلَيْكَ مِنْ رَبِّكَ طُغْيَانًا وَكُفْرًا,وَلَيَزِيدَنَّ
25314,ز ي د,Verb (form I) - to increase,(7:69:19),wazādakum,and increased you,وَزَادَكُمْ فِي الْخَلْقِ بَسْطَةً,وَزَادَكُمْ
