,title,subheading,location,transliteration,translation,arabic_verse_part,arabic_word
0,آدَم,Proper noun - Adam,(2:31:2),ādama,Adam,وَعَلَّمَ آدَمَ الْأَسْمَاءَ كُلَّهَا ثُمَّ عَرَضَهُمْ عَلَى الْمَلَائِكَةِ,آدَمَ
1,آدَم,Proper noun - Adam,(2:33:2),yāādamu,O Adam,قَالَ يَا آدَمُ أَنْبِئْهُمْ بِأَسْمَائِهِمْ,يَا آدَمُ
2,آدَم,Proper noun - Adam,(2:34:5),liādama,to Adam,وَإِذْ قُلْنَا لِلْمَلَائِكَةِ اسْجُدُوا لِآدَمَ فَسَجَدُوا إِلَّا إِبْلِيسَ,لِآدَمَ
3,آدَم,Proper noun - Adam,(2:35:2),yāādamu,O Adam,وَقُلْنَا يَا آدَمُ اسْكُنْ أَنْتَ وَزَوْجُكَ الْجَنَّةَ وَكُلَا مِنْهَا رَغَدًا,يَا آدَمُ
4,آدَم,Proper noun - Adam,(2:37:2),ādamu,Adam,فَتَلَقَّىٰ آدَمُ مِنْ رَبِّهِ كَلِمَاتٍ فَتَابَ عَلَيْهِ إِنَّهُ هُوَ التَّوَّابُ الرَّحِيمُ,آدَمُ
5,آدَم,Proper noun - Adam,(3:33:4),ādama,Adam,إِنَّ اللَّهَ اصْطَفَىٰ آدَمَ وَنُوحًا وَآلَ إِبْرَاهِيمَ وَآلَ عِمْرَانَ,آدَمَ
6,آدَم,Proper noun - Adam,(3:59:7),ādama,(of) Adam,إِنَّ مَثَلَ عِيسَىٰ عِنْدَ اللَّهِ كَمَثَلِ آدَمَ خَلَقَهُ مِنْ تُرَابٍ,آدَمَ
7,آدَم,Proper noun - Adam,(5:27:5),ādama,(of) Adam,وَاتْلُ عَلَيْهِمْ نَبَأَ ابْنَيْ آدَمَ بِالْحَقِّ إِذْ قَرَّبَا قُرْبَانًا فَتُقُبِّلَ,آدَمَ
8,آدَم,Proper noun - Adam,(7:11:9),liādama,to Adam,ثُمَّ قُلْنَا لِلْمَلَائِكَةِ اسْجُدُوا لِآدَمَ فَسَجَدُوا إِلَّا إِبْلِيسَ,لِآدَمَ
9,آدَم,Proper noun - Adam,(7:19:1),wayāādamu,And O Adam,وَيَا آدَمُ اسْكُنْ أَنْتَ وَزَوْجُكَ الْجَنَّةَ فَكُلَا مِنْ حَيْثُ شِئْتُمَا,وَيَا آدَمُ
10,آدَم,Proper noun - Adam,(7:26:2),ādama,(of) Adam,يَا بَنِي آدَمَ قَدْ أَنْزَلْنَا عَلَيْكُمْ لِبَاسًا يُوَارِي سَوْآتِكُمْ,آدَمَ
11,آدَم,Proper noun - Adam,(7:27:2),ādama,(of) Adam,يَا بَنِي آدَمَ لَا يَفْتِنَنَّكُمُ الشَّيْطَانُ كَمَا أَخْرَجَ أَبَوَيْكُمْ مِنَ الْجَنَّةِ,آدَمَ
12,آدَم,Proper noun - Adam,(7:31:2),ādama,(of) Adam,يَا بَنِي آدَمَ خُذُوا زِينَتَكُمْ عِنْدَ كُلِّ مَسْجِدٍ وَكُلُوا وَاشْرَبُوا,آدَمَ
13,آدَم,Proper noun - Adam,(7:35:2),ādama,(of) Adam,يَا بَنِي آدَمَ إِمَّا يَأْتِيَنَّكُمْ رُسُلٌ مِنْكُمْ يَقُصُّونَ عَلَيْكُمْ آيَاتِي,آدَمَ
14,آدَم,Proper noun - Adam,(7:172:6),ādama,(of) Adam,وَإِذْ أَخَذَ رَبُّكَ مِنْ بَنِي آدَمَ مِنْ ظُهُورِهِمْ ذُرِّيَّتَهُمْ,آدَمَ
15,آدَم,Proper noun - Adam,(17:61:5),liādama,to Adam,وَإِذْ قُلْنَا لِلْمَلَائِكَةِ اسْجُدُوا لِآدَمَ فَسَجَدُوا إِلَّا إِبْلِيسَ,لِآدَمَ
16,آدَم,Proper noun - Adam,(17:70:4),ādama,(the) children of Adam,وَلَقَدْ كَرَّمْنَا بَنِي آدَمَ وَحَمَلْنَاهُمْ فِي الْبَرِّ وَالْبَحْرِ وَرَزَقْنَاهُمْ,آدَمَ
17,آدَم,Proper noun - Adam,(18:50:5),liādama,to Adam,وَإِذْ قُلْنَا لِلْمَلَائِكَةِ اسْجُدُوا لِآدَمَ فَسَجَدُوا إِلَّا إِبْلِيسَ,لِآدَمَ
18,آدَم,Proper noun - Adam,(19:58:10),ādama,(of) Adam,أُولَٰئِكَ الَّذِينَ أَنْعَمَ اللَّهُ عَلَيْهِمْ مِنَ النَّبِيِّينَ مِنْ ذُرِّيَّةِ آدَمَ,آدَمَ
19,آدَم,Proper noun - Adam,(20:115:4),ādama,Adam,وَلَقَدْ عَهِدْنَا إِلَىٰ آدَمَ مِنْ قَبْلُ فَنَسِيَ وَلَمْ نَجِدْ لَهُ عَزْمًا,آدَمَ
20,آدَم,Proper noun - Adam,(20:116:5),liādama,to Adam,وَإِذْ قُلْنَا لِلْمَلَائِكَةِ اسْجُدُوا لِآدَمَ فَسَجَدُوا إِلَّا إِبْلِيسَ أَبَىٰ,لِآدَمَ
21,آدَم,Proper noun - Adam,(20:117:2),yāādamu,O Adam,فَقُلْنَا يَا آدَمُ إِنَّ هَٰذَا عَدُوٌّ لَكَ وَلِزَوْجِكَ فَلَا يُخْرِجَنَّكُمَا,يَا آدَمُ
22,آدَم,Proper noun - Adam,(20:120:5),yāādamu,O Adam,قَالَ يَا آدَمُ هَلْ أَدُلُّكَ عَلَىٰ شَجَرَةِ الْخُلْدِ وَمُلْكٍ لَا يَبْلَىٰ,يَا آدَمُ
23,آدَم,Proper noun - Adam,(20:121:13),ādamu,And Adam disobeyed,وَعَصَىٰ آدَمُ رَبَّهُ فَغَوَىٰ,آدَمُ
24,آدَم,Proper noun - Adam,(36:60:5),ādama,O Children of Adam,أَلَمْ أَعْهَدْ إِلَيْكُمْ يَا بَنِي آدَمَ أَنْ لَا تَعْبُدُوا الشَّيْطَانَ,آدَمَ
25,آزَر,Proper noun - Azar,(6:74:5),āzara,Azar,وَإِذْ قَالَ إِبْرَاهِيمُ لِأَبِيهِ آزَرَ أَتَتَّخِذُ أَصْنَامًا آلِهَةً,آزَرَ
26,أَبَارِيق,"Noun - jugs, pitchers",(56:18:2),wa-abārīqa,and jugs,بِأَكْوَابٍ وَأَبَارِيقَ,وَأَبَارِيقَ
27,أ ب ب,"Noun - grass, herbage, pasture",(80:31:2),wa-abban,and grass,وَفَاكِهَةً وَأَبًّا,وَأَبًّا
28,أ ب د,"Time adverb - forever, ever",(2:95:3),abadan,ever,وَلَنْ يَتَمَنَّوْهُ أَبَدًا بِمَا قَدَّمَتْ أَيْدِيهِمْ وَاللَّهُ عَلِيمٌ بِالظَّالِمِينَ,أَبَدًا
29,أ ب د,"Time adverb - forever, ever",(4:57:13),abadan,forever,خَالِدِينَ فِيهَا أَبَدًا لَهُمْ فِيهَا أَزْوَاجٌ مُطَهَّرَةٌ,أَبَدًا
30,أ ب د,"Time adverb - forever, ever",(4:122:13),abadan,forever,خَالِدِينَ فِيهَا أَبَدًا وَعْدَ اللَّهِ حَقًّا وَمَنْ أَصْدَقُ مِنَ اللَّهِ قِيلًا,أَبَدًا
31,أ ب د,"Time adverb - forever, ever",(4:169:6),abadan,forever,خَالِدِينَ فِيهَا أَبَدًا وَكَانَ ذَٰلِكَ عَلَى اللَّهِ يَسِيرًا,أَبَدًا
32,أ ب د,"Time adverb - forever, ever",(5:24:6),abadan,ever,إِنَّا لَنْ نَدْخُلَهَا أَبَدًا مَا دَامُوا فِيهَا,أَبَدًا
33,أ ب د,"Time adverb - forever, ever",(5:119:16),abadan,forever,خَالِدِينَ فِيهَا أَبَدًا رَضِيَ اللَّهُ عَنْهُمْ وَرَضُوا عَنْهُ,أَبَدًا
34,أ ب د,"Time adverb - forever, ever",(9:22:3),abadan,forever,خَالِدِينَ فِيهَا أَبَدًا إِنَّ اللَّهَ عِنْدَهُ أَجْرٌ عَظِيمٌ,أَبَدًا
35,أ ب د,"Time adverb - forever, ever",(9:83:13),abadan,ever,فَقُلْ لَنْ تَخْرُجُوا مَعِيَ أَبَدًا وَلَنْ تُقَاتِلُوا مَعِيَ,أَبَدًا
36,أ ب د,"Time adverb - forever, ever",(9:84:7),abadan,ever,وَلَا تُصَلِّ عَلَىٰ أَحَدٍ مِنْهُمْ مَاتَ أَبَدًا وَلَا تَقُمْ عَلَىٰ قَبْرِهِ,أَبَدًا
37,أ ب د,"Time adverb - forever, ever",(9:100:22),abadan,forever,خَالِدِينَ فِيهَا أَبَدًا ذَٰلِكَ الْفَوْزُ الْعَظِيمُ,أَبَدًا
38,أ ب د,"Time adverb - forever, ever",(9:108:4),abadan,ever,لَا تَقُمْ فِيهِ أَبَدًا لَمَسْجِدٌ أُسِّسَ عَلَى التَّقْوَىٰ,أَبَدًا
39,أ ب د,"Time adverb - forever, ever",(18:3:3),abadan,forever,مَاكِثِينَ فِيهِ أَبَدًا,أَبَدًا
40,أ ب د,"Time adverb - forever, ever",(18:20:13),abadan,ever,يَرْجُمُوكُمْ أَوْ يُعِيدُوكُمْ فِي مِلَّتِهِمْ وَلَنْ تُفْلِحُوا إِذًا أَبَدًا,أَبَدًا
41,أ ب د,"Time adverb - forever, ever",(18:35:12),abadan,ever,قَالَ مَا أَظُنُّ أَنْ تَبِيدَ هَٰذِهِ أَبَدًا,أَبَدًا
42,أ ب د,"Time adverb - forever, ever",(18:57:30),abadan,ever,وَإِنْ تَدْعُهُمْ إِلَى الْهُدَىٰ فَلَنْ يَهْتَدُوا إِذًا أَبَدًا,أَبَدًا
43,أ ب د,"Time adverb - forever, ever",(24:4:16),abadan,ever,فَاجْلِدُوهُمْ ثَمَانِينَ جَلْدَةً وَلَا تَقْبَلُوا لَهُمْ شَهَادَةً أَبَدًا,أَبَدًا
44,أ ب د,"Time adverb - forever, ever",(24:17:6),abadan,ever,يَعِظُكُمُ اللَّهُ أَنْ تَعُودُوا لِمِثْلِهِ أَبَدًا,أَبَدًا
45,أ ب د,"Time adverb - forever, ever",(24:21:26),abadan,ever,وَلَوْلَا فَضْلُ اللَّهِ عَلَيْكُمْ وَرَحْمَتُهُ مَا زَكَىٰ مِنْكُمْ مِنْ أَحَدٍ أَبَدًا,أَبَدًا
46,أ ب د,"Time adverb - forever, ever",(33:53:63),abadan,ever,وَلَا أَنْ تَنْكِحُوا أَزْوَاجَهُ مِنْ بَعْدِهِ أَبَدًا,أَبَدًا
47,أ ب د,"Time adverb - forever, ever",(33:65:3),abadan,forever,خَالِدِينَ فِيهَا أَبَدًا لَا يَجِدُونَ وَلِيًّا وَلَا نَصِيرًا,أَبَدًا
48,أ ب د,"Time adverb - forever, ever",(48:12:10),abadan,ever,بَلْ ظَنَنْتُمْ أَنْ لَنْ يَنْقَلِبَ الرَّسُولُ وَالْمُؤْمِنُونَ إِلَىٰ أَهْلِيهِمْ أَبَدًا,أَبَدًا
49,أ ب د,"Time adverb - forever, ever",(59:11:21),abadan,ever,لَنَخْرُجَنَّ مَعَكُمْ وَلَا نُطِيعُ فِيكُمْ أَحَدًا أَبَدًا,أَبَدًا
50,أ ب د,"Time adverb - forever, ever",(60:4:28),abadan,forever,وَبَدَا بَيْنَنَا وَبَيْنَكُمُ الْعَدَاوَةُ وَالْبَغْضَاءُ أَبَدًا,أَبَدًا
51,أ ب د,"Time adverb - forever, ever",(62:7:3),abadan,ever,وَلَا يَتَمَنَّوْنَهُ أَبَدًا بِمَا قَدَّمَتْ أَيْدِيهِمْ,أَبَدًا
52,أ ب د,"Time adverb - forever, ever",(64:9:24),abadan,forever,خَالِدِينَ فِيهَا أَبَدًا ذَٰلِكَ الْفَوْزُ الْعَظِيمُ,أَبَدًا
53,أ ب د,"Time adverb - forever, ever",(65:11:29),abadan,forever,خَالِدِينَ فِيهَا أَبَدًا قَدْ أَحْسَنَ اللَّهُ لَهُ رِزْقًا,أَبَدًا
54,أ ب د,"Time adverb - forever, ever",(72:23:16),abadan,forever,فَإِنَّ لَهُ نَارَ جَهَنَّمَ خَالِدِينَ فِيهَا أَبَدًا,أَبَدًا
55,أ ب د,"Time adverb - forever, ever",(98:8:12),abadan,forever,خَالِدِينَ فِيهَا أَبَدًا رَضِيَ اللَّهُ عَنْهُمْ وَرَضُوا عَنْهُ,أَبَدًا
56,إِبْرَاهِيم,Proper noun - Ibrahim,(2:124:3),ib'rāhīma,Ibrahim,وَإِذِ ابْتَلَىٰ إِبْرَاهِيمَ رَبُّهُ بِكَلِمَاتٍ فَأَتَمَّهُنَّ,إِبْرَاهِيمَ
57,إِبْرَاهِيم,Proper noun - Ibrahim,(2:125:10),ib'rāhīma,(of) Ibrahim,وَاتَّخِذُوا مِنْ مَقَامِ إِبْرَاهِيمَ مُصَلًّى,إِبْرَاهِيمَ
58,إِبْرَاهِيم,Proper noun - Ibrahim,(2:125:14),ib'rāhīma,Ibrahim,وَعَهِدْنَا إِلَىٰ إِبْرَاهِيمَ وَإِسْمَاعِيلَ أَنْ طَهِّرَا بَيْتِيَ,إِبْرَاهِيمَ
59,إِبْرَاهِيم,Proper noun - Ibrahim,(2:126:3),ib'rāhīmu,Ibrahim,وَإِذْ قَالَ إِبْرَاهِيمُ رَبِّ اجْعَلْ هَٰذَا بَلَدًا آمِنًا,إِبْرَاهِيمُ
60,إِبْرَاهِيم,Proper noun - Ibrahim,(2:127:3),ib'rāhīmu,Ibrahim,وَإِذْ يَرْفَعُ إِبْرَاهِيمُ الْقَوَاعِدَ مِنَ الْبَيْتِ وَإِسْمَاعِيلُ,إِبْرَاهِيمُ
61,إِبْرَاهِيم,Proper noun - Ibrahim,(2:130:5),ib'rāhīma,(of) Ibrahim,وَمَنْ يَرْغَبُ عَنْ مِلَّةِ إِبْرَاهِيمَ إِلَّا مَنْ سَفِهَ,إِبْرَاهِيمَ
62,إِبْرَاهِيم,Proper noun - Ibrahim,(2:132:3),ib'rāhīmu,Ibrahim,وَوَصَّىٰ بِهَا إِبْرَاهِيمُ بَنِيهِ وَيَعْقُوبُ يَا بَنِيَّ,إِبْرَاهِيمُ
63,إِبْرَاهِيم,Proper noun - Ibrahim,(2:133:20),ib'rāhīma,Ibrahim,قَالُوا نَعْبُدُ إِلَٰهَكَ وَإِلَٰهَ آبَائِكَ إِبْرَاهِيمَ وَإِسْمَاعِيلَ وَإِسْحَاقَ,إِبْرَاهِيمَ
64,إِبْرَاهِيم,Proper noun - Ibrahim,(2:135:10),ib'rāhīma,(of) Ibrahim,قُلْ بَلْ مِلَّةَ إِبْرَاهِيمَ حَنِيفًا وَمَا كَانَ مِنَ الْمُشْرِكِينَ,إِبْرَاهِيمَ
65,إِبْرَاهِيم,Proper noun - Ibrahim,(2:136:10),ib'rāhīma,Ibrahim,قُولُوا آمَنَّا بِاللَّهِ وَمَا أُنْزِلَ إِلَيْنَا وَمَا أُنْزِلَ إِلَىٰ إِبْرَاهِيمَ,إِبْرَاهِيمَ
66,إِبْرَاهِيم,Proper noun - Ibrahim,(2:140:4),ib'rāhīma,Ibrahim,أَمْ تَقُولُونَ إِنَّ إِبْرَاهِيمَ وَإِسْمَاعِيلَ وَإِسْحَاقَ وَيَعْقُوبَ,إِبْرَاهِيمَ
67,إِبْرَاهِيم,Proper noun - Ibrahim,(2:258:6),ib'rāhīma,(with) Ibrahim,أَلَمْ تَرَ إِلَى الَّذِي حَاجَّ إِبْرَاهِيمَ فِي رَبِّهِ أَنْ آتَاهُ اللَّهُ الْمُلْكَ,إِبْرَاهِيمَ
68,إِبْرَاهِيم,Proper noun - Ibrahim,(2:258:15),ib'rāhīmu,Ibrahim,إِذْ قَالَ إِبْرَاهِيمُ رَبِّيَ الَّذِي يُحْيِي وَيُمِيتُ,إِبْرَاهِيمُ
69,إِبْرَاهِيم,Proper noun - Ibrahim,(2:258:25),ib'rāhīmu,Ibrahim,قَالَ إِبْرَاهِيمُ فَإِنَّ اللَّهَ يَأْتِي بِالشَّمْسِ مِنَ الْمَشْرِقِ فَأْتِ بِهَا,إِبْرَاهِيمُ
70,إِبْرَاهِيم,Proper noun - Ibrahim,(2:260:3),ib'rāhīmu,Ibrahim,وَإِذْ قَالَ إِبْرَاهِيمُ رَبِّ أَرِنِي كَيْفَ تُحْيِي الْمَوْتَىٰ,إِبْرَاهِيمُ
71,إِبْرَاهِيم,Proper noun - Ibrahim,(3:33:7),ib'rāhīma,(of) Ibrahim,إِنَّ اللَّهَ اصْطَفَىٰ آدَمَ وَنُوحًا وَآلَ إِبْرَاهِيمَ وَآلَ عِمْرَانَ,إِبْرَاهِيمَ
72,إِبْرَاهِيم,Proper noun - Ibrahim,(3:65:6),ib'rāhīma,Ibrahim,لِمَ تُحَاجُّونَ فِي إِبْرَاهِيمَ,إِبْرَاهِيمَ
73,إِبْرَاهِيم,Proper noun - Ibrahim,(3:67:3),ib'rāhīmu,Ibrahim,مَا كَانَ إِبْرَاهِيمُ يَهُودِيًّا وَلَا نَصْرَانِيًّا وَلَٰكِنْ كَانَ حَنِيفًا,إِبْرَاهِيمُ
74,إِبْرَاهِيم,Proper noun - Ibrahim,(3:68:4),bi-ib'rāhīma,with Ibrahim,إِنَّ أَوْلَى النَّاسِ بِإِبْرَاهِيمَ لَلَّذِينَ اتَّبَعُوهُ وَهَٰذَا النَّبِيُّ,بِإِبْرَاهِيمَ
75,إِبْرَاهِيم,Proper noun - Ibrahim,(3:84:10),ib'rāhīma,Ibrahim,قُلْ آمَنَّا بِاللَّهِ وَمَا أُنْزِلَ عَلَيْنَا وَمَا أُنْزِلَ عَلَىٰ إِبْرَاهِيمَ,إِبْرَاهِيمَ
76,إِبْرَاهِيم,Proper noun - Ibrahim,(3:95:6),ib'rāhīma,(of) Ibrahim,قُلْ صَدَقَ اللَّهُ فَاتَّبِعُوا مِلَّةَ إِبْرَاهِيمَ حَنِيفًا,إِبْرَاهِيمَ
77,إِبْرَاهِيم,Proper noun - Ibrahim,(3:97:5),ib'rāhīma,(of) Ibrahim,فِيهِ آيَاتٌ بَيِّنَاتٌ مَقَامُ إِبْرَاهِيمَ وَمَنْ دَخَلَهُ كَانَ آمِنًا,إِبْرَاهِيمَ
78,إِبْرَاهِيم,Proper noun - Ibrahim,(4:54:13),ib'rāhīma,(of) Ibrahim,فَقَدْ آتَيْنَا آلَ إِبْرَاهِيمَ الْكِتَابَ وَالْحِكْمَةَ وَآتَيْنَاهُمْ مُلْكًا عَظِيمًا,إِبْرَاهِيمَ
79,إِبْرَاهِيم,Proper noun - Ibrahim,(4:125:12),ib'rāhīma,(of) Ibrahim,وَاتَّبَعَ مِلَّةَ إِبْرَاهِيمَ حَنِيفًا,إِبْرَاهِيمَ
80,إِبْرَاهِيم,Proper noun - Ibrahim,(4:125:16),ib'rāhīma,Ibrahim,وَاتَّخَذَ اللَّهُ إِبْرَاهِيمَ خَلِيلًا,إِبْرَاهِيمَ
81,إِبْرَاهِيم,Proper noun - Ibrahim,(4:163:13),ib'rāhīma,Ibrahim,وَأَوْحَيْنَا إِلَىٰ إِبْرَاهِيمَ وَإِسْمَاعِيلَ وَإِسْحَاقَ وَيَعْقُوبَ,إِبْرَاهِيمَ
82,إِبْرَاهِيم,Proper noun - Ibrahim,(6:74:3),ib'rāhīmu,Ibrahim,وَإِذْ قَالَ إِبْرَاهِيمُ لِأَبِيهِ آزَرَ أَتَتَّخِذُ أَصْنَامًا آلِهَةً,إِبْرَاهِيمُ
83,إِبْرَاهِيم,Proper noun - Ibrahim,(6:75:3),ib'rāhīma,Ibrahim,وَكَذَٰلِكَ نُرِي إِبْرَاهِيمَ مَلَكُوتَ السَّمَاوَاتِ وَالْأَرْضِ,إِبْرَاهِيمَ
84,إِبْرَاهِيم,Proper noun - Ibrahim,(6:83:4),ib'rāhīma,(to) Ibrahim,وَتِلْكَ حُجَّتُنَا آتَيْنَاهَا إِبْرَاهِيمَ عَلَىٰ قَوْمِهِ,إِبْرَاهِيمَ
85,إِبْرَاهِيم,Proper noun - Ibrahim,(6:161:11),ib'rāhīma,(of) Ibrahim,دِينًا قِيَمًا مِلَّةَ إِبْرَاهِيمَ حَنِيفًا وَمَا كَانَ مِنَ الْمُشْرِكِينَ,إِبْرَاهِيمَ
86,إِبْرَاهِيم,Proper noun - Ibrahim,(9:70:12),ib'rāhīma,(of) Ibrahim,أَلَمْ يَأْتِهِمْ نَبَأُ الَّذِينَ مِنْ قَبْلِهِمْ قَوْمِ نُوحٍ وَعَادٍ وَثَمُودَ وَقَوْمِ إِبْرَاهِيمَ,إِبْرَاهِيمَ
87,إِبْرَاهِيم,Proper noun - Ibrahim,(9:114:4),ib'rāhīma,(by) Ibrahim,وَمَا كَانَ اسْتِغْفَارُ إِبْرَاهِيمَ لِأَبِيهِ إِلَّا عَنْ مَوْعِدَةٍ وَعَدَهَا إِيَّاهُ,إِبْرَاهِيمَ
88,إِبْرَاهِيم,Proper noun - Ibrahim,(9:114:20),ib'rāhīma,Ibrahim,فَلَمَّا تَبَيَّنَ لَهُ أَنَّهُ عَدُوٌّ لِلَّهِ تَبَرَّأَ مِنْهُ إِنَّ إِبْرَاهِيمَ لَأَوَّاهٌ حَلِيمٌ,إِبْرَاهِيمَ
89,إِبْرَاهِيم,Proper noun - Ibrahim,(11:69:4),ib'rāhīma,(to) Ibrahim,وَلَقَدْ جَاءَتْ رُسُلُنَا إِبْرَاهِيمَ بِالْبُشْرَىٰ قَالُوا سَلَامًا,إِبْرَاهِيمَ
90,إِبْرَاهِيم,Proper noun - Ibrahim,(11:74:4),ib'rāhīma,Ibrahim,فَلَمَّا ذَهَبَ عَنْ إِبْرَاهِيمَ الرَّوْعُ وَجَاءَتْهُ الْبُشْرَىٰ,إِبْرَاهِيمَ
91,إِبْرَاهِيم,Proper noun - Ibrahim,(11:75:2),ib'rāhīma,Ibrahim,إِنَّ إِبْرَاهِيمَ لَحَلِيمٌ أَوَّاهٌ مُنِيبٌ,إِبْرَاهِيمَ
92,إِبْرَاهِيم,Proper noun - Ibrahim,(11:76:1),yāib'rāhīmu,O Ibrahim,يَا إِبْرَاهِيمُ أَعْرِضْ عَنْ هَٰذَا إِنَّهُ قَدْ جَاءَ أَمْرُ رَبِّكَ,يَا إِبْرَاهِيمُ
93,إِبْرَاهِيم,Proper noun - Ibrahim,(12:6:20),ib'rāhīma,Ibrahim,كَمَا أَتَمَّهَا عَلَىٰ أَبَوَيْكَ مِنْ قَبْلُ إِبْرَاهِيمَ وَإِسْحَاقَ,إِبْرَاهِيمَ
94,إِبْرَاهِيم,Proper noun - Ibrahim,(12:38:4),ib'rāhīma,Ibrahim,وَاتَّبَعْتُ مِلَّةَ آبَائِي إِبْرَاهِيمَ وَإِسْحَاقَ وَيَعْقُوبَ,إِبْرَاهِيمَ
95,إِبْرَاهِيم,Proper noun - Ibrahim,(14:35:3),ib'rāhīmu,Ibrahim,وَإِذْ قَالَ إِبْرَاهِيمُ رَبِّ اجْعَلْ هَٰذَا الْبَلَدَ آمِنًا,إِبْرَاهِيمُ
96,إِبْرَاهِيم,Proper noun - Ibrahim,(15:51:4),ib'rāhīma,(of) Ibrahim,وَنَبِّئْهُمْ عَنْ ضَيْفِ إِبْرَاهِيمَ,إِبْرَاهِيمَ
97,إِبْرَاهِيم,Proper noun - Ibrahim,(16:120:2),ib'rāhīma,Ibrahim,إِنَّ إِبْرَاهِيمَ كَانَ أُمَّةً قَانِتًا لِلَّهِ حَنِيفًا,إِبْرَاهِيمَ
98,إِبْرَاهِيم,Proper noun - Ibrahim,(16:123:7),ib'rāhīma,(of) Ibrahim,ثُمَّ أَوْحَيْنَا إِلَيْكَ أَنِ اتَّبِعْ مِلَّةَ إِبْرَاهِيمَ حَنِيفًا,إِبْرَاهِيمَ
99,إِبْرَاهِيم,Proper noun - Ibrahim,(19:41:4),ib'rāhīma,Ibrahim,وَاذْكُرْ فِي الْكِتَابِ إِبْرَاهِيمَ إِنَّهُ كَانَ صِدِّيقًا نَبِيًّا,إِبْرَاهِيمَ
100,إِبْرَاهِيم,Proper noun - Ibrahim,(19:46:6),yāib'rāhīmu,O Ibrahim,قَالَ أَرَاغِبٌ أَنْتَ عَنْ آلِهَتِي يَا إِبْرَاهِيمُ,يَا إِبْرَاهِيمُ
101,إِبْرَاهِيم,Proper noun - Ibrahim,(19:58:17),ib'rāhīma,(of) Ibrahim,وَمِمَّنْ حَمَلْنَا مَعَ نُوحٍ وَمِنْ ذُرِّيَّةِ إِبْرَاهِيمَ وَإِسْرَائِيلَ,إِبْرَاهِيمَ
102,إِبْرَاهِيم,Proper noun - Ibrahim,(21:51:3),ib'rāhīma,Ibrahim,وَلَقَدْ آتَيْنَا إِبْرَاهِيمَ رُشْدَهُ مِنْ قَبْلُ وَكُنَّا بِهِ عَالِمِينَ,إِبْرَاهِيمَ
103,إِبْرَاهِيم,Proper noun - Ibrahim,(21:60:7),ib'rāhīmu,Ibrahim,قَالُوا سَمِعْنَا فَتًى يَذْكُرُهُمْ يُقَالُ لَهُ إِبْرَاهِيمُ,إِبْرَاهِيمُ
104,إِبْرَاهِيم,Proper noun - Ibrahim,(21:62:6),yāib'rāhīmu,O Ibrahim,قَالُوا أَأَنْتَ فَعَلْتَ هَٰذَا بِآلِهَتِنَا يَا إِبْرَاهِيمُ,يَا إِبْرَاهِيمُ
105,إِبْرَاهِيم,Proper noun - Ibrahim,(21:69:7),ib'rāhīma,Ibrahim,قُلْنَا يَا نَارُ كُونِي بَرْدًا وَسَلَامًا عَلَىٰ إِبْرَاهِيمَ,إِبْرَاهِيمَ
106,إِبْرَاهِيم,Proper noun - Ibrahim,(22:26:3),li-ib'rāhīma,to Ibrahim,وَإِذْ بَوَّأْنَا لِإِبْرَاهِيمَ مَكَانَ الْبَيْتِ أَنْ لَا تُشْرِكْ بِي شَيْئًا,لِإِبْرَاهِيمَ
107,إِبْرَاهِيم,Proper noun - Ibrahim,(22:43:2),ib'rāhīma,(of) Ibrahim,وَقَوْمُ إِبْرَاهِيمَ وَقَوْمُ لُوطٍ,إِبْرَاهِيمَ
108,إِبْرَاهِيم,Proper noun - Ibrahim,(22:78:17),ib'rāhīma,Ibrahim,مِلَّةَ أَبِيكُمْ إِبْرَاهِيمَ هُوَ سَمَّاكُمُ الْمُسْلِمِينَ مِنْ قَبْلُ,إِبْرَاهِيمَ
109,إِبْرَاهِيم,Proper noun - Ibrahim,(26:69:4),ib'rāhīma,(of) Ibrahim,وَاتْلُ عَلَيْهِمْ نَبَأَ إِبْرَاهِيمَ,إِبْرَاهِيمَ
110,إِبْرَاهِيم,Proper noun - Ibrahim,(29:16:1),wa-ib'rāhīma,And Ibrahim,وَإِبْرَاهِيمَ إِذْ قَالَ لِقَوْمِهِ اعْبُدُوا اللَّهَ وَاتَّقُوهُ,وَإِبْرَاهِيمَ
111,إِبْرَاهِيم,Proper noun - Ibrahim,(29:31:4),ib'rāhīma,(to) Ibrahim,وَلَمَّا جَاءَتْ رُسُلُنَا إِبْرَاهِيمَ بِالْبُشْرَىٰ قَالُوا,إِبْرَاهِيمَ
112,إِبْرَاهِيم,Proper noun - Ibrahim,(33:7:9),wa-ib'rāhīma,and Ibrahim,وَإِذْ أَخَذْنَا مِنَ النَّبِيِّينَ مِيثَاقَهُمْ وَمِنْكَ وَمِنْ نُوحٍ وَإِبْرَاهِيمَ,وَإِبْرَاهِيمَ
113,إِبْرَاهِيم,Proper noun - Ibrahim,(37:83:4),la-ib'rāhīma,(was) surely Ibrahim,وَإِنَّ مِنْ شِيعَتِهِ لَإِبْرَاهِيمَ,لَإِبْرَاهِيمَ
114,إِبْرَاهِيم,Proper noun - Ibrahim,(37:104:3),yāib'rāhīmu,O Ibrahim,وَنَادَيْنَاهُ أَنْ يَا إِبْرَاهِيمُ,يَا إِبْرَاهِيمُ
